0 3.8466751928950704
1 4.155188285473916
2 3.7634336282046985
3 3.9620436023143086
4 3.5465437292781945
5 3.9873979561122352
6 3.8690511421213865
7 3.86357967667565
8 4.096112687864384
9 4.150172623710259
10 3.822235333978328
11 4.157669627242793
12 3.8232935792628435
13 3.660477998734941
14 3.553547613749568
15 4.041707494599247
16 3.8513295642996543
17 4.053316009941233
18 3.352257427409685
19 3.759755437211193
20 3.7849949500491316
21 3.8597577178342477
22 3.6687129160470535
23 3.5456086403792937
24 3.9872598273144932
25 3.7870449231116767
26 3.8262282198152384
27 3.548374920623086
28 3.8832523532689214
29 3.7665646926500704
30 3.767832273507427
31 4.013860841376845
32 4.038575599575386
33 3.7197283272744333
34 3.495270148432038
35 3.8248529695843443
36 3.760617401074538
37 3.648019388390458
38 3.7499743492893907
39 3.8408707663176647
40 3.5686352886742747
41 3.6758889259409555
42 3.897265497866853
43 4.153670180693556
44 3.9276124575025473
45 3.68075494256932
46 3.8569557342116276
47 4.450960152610633
48 3.561420057110658
49 3.967274268139085
50 3.658082619424438
51 4.2410052624835215
52 4.12362513932254
53 4.051719082600023
54 4.047392344927357
55 3.841420689492972
56 3.8680078599304526
57 4.041707325826134
58 4.113814238096029
59 4.141138425227623
60 4.108141329596302
61 3.692816355482212
62 3.8629344350134898
63 3.426385019684046
64 4.1213979638244105
65 3.8774536520565768
66 4.157716882746697
67 3.6068049320532873
68 3.729252300250784
69 3.62449438057316
70 3.969809028323978
71 3.736938953953631
72 4.078608058001276
73 3.761096568053927
74 4.205492495285758
75 3.901978698569169
76 3.8919490240433867
77 3.6879616242610727
78 3.6172451135952013
79 3.996622914318972
80 4.052928120823301
81 3.790372639692185
82 3.674306442419399
83 4.0754065467519744
84 3.779751621968751
85 3.845305010102535
86 4.034784924383634
87 3.4450564565873583
88 4.149251239049522
89 3.785357656816099
90 3.9289029841427565
91 4.294676138633131
92 4.117692401238888
93 3.88142893390073
94 4.027741148983214
95 3.7252777617108683
96 3.839856621549359
97 3.9963397523320587
98 3.1935425771627313
99 4.1929149319334025
